Run,Raw_Material_USD_kWh,CVD_Coating_USD_kWh,Cell_Assembly_USD_kWh,BOS_USD_kWh,Overhead_USD_kWh,Cumulative_Production_GWh,Learning_Rate,LR_Multiplier,Total_System_Cost_USD_kWh
2562,46.8,24.53,25.99,20.0,13.58,87.16,0.1501,0.854,111.8
2563,36.43,26.49,29.42,17.75,14.15,25.32,0.1553,0.8897,110.53
2564,33.77,31.92,21.22,21.05,16.39,48.09,0.1679,0.8581,106.7
2565,35.44,54.34,24.94,24.35,13.65,59.2,0.1106,0.9016,137.68
2566,39.12,38.95,21.58,17.72,13.41,50.01,0.1251,0.8932,116.8
2567,36.6,26.02,18.9,21.48,10.55,43.65,0.1721,0.858,97.42
2568,47.24,27.02,27.7,22.21,15.53,15.33,0.1,0.9393,131.22
2569,61.33,14.74,11.94,20.68,13.64,88.79,0.1377,0.8655,105.88
2570,44.66,41.9,17.32,19.97,10.99,51.5,0.1328,0.8858,119.45
2571,24.42,32.18,28.76,27.27,13.72,83.45,0.1495,0.856,108.16
2572,41.24,37.72,17.41,18.64,15.18,51.53,0.1983,0.8295,107.98
2573,30.5,117.66,21.98,19.75,16.09,50.25,0.1749,0.8505,175.17
2574,36.74,29.27,26.3,18.33,16.85,9.02,0.1958,0.902,114.99
2575,39.72,38.13,27.52,21.54,15.45,5.27,0.1231,0.9509,135.38
2576,37.93,27.19,27.55,13.64,12.52,46.21,0.1687,0.8588,102.04
2577,31.72,32.74,28.38,24.35,16.19,7.86,0.1716,0.9187,122.54
2578,44.18,23.71,19.68,14.74,12.63,51.42,0.1967,0.8309,95.5
2579,24.05,22.56,27.54,21.72,13.19,26.66,0.1996,0.8561,93.36
2580,43.09,17.01,22.63,17.67,12.91,64.89,0.1577,0.8565,97.05
2581,32.78,22.69,11.61,26.45,13.57,39.0,0.1368,0.8904,95.37
2582,42.23,38.42,33.21,21.17,17.59,32.75,0.1753,0.8661,132.18
2583,29.24,30.88,22.77,10.51,16.5,97.07,0.1341,0.8664,95.21
2584,41.85,32.05,25.0,19.09,16.94,57.52,0.118,0.8958,120.88
2585,51.02,29.23,20.97,21.74,18.5,12.91,0.161,0.908,128.44
2586,35.24,37.22,27.62,18.82,11.67,83.3,0.1711,0.8352,109.06
2587,35.07,36.32,22.91,15.92,15.06,85.94,0.1399,0.8643,108.29
2588,43.46,35.44,21.19,9.46,14.57,93.07,0.1999,0.8028,99.64
2589,41.69,30.72,37.6,27.74,15.97,1.66,0.1295,0.9725,149.5
2590,28.95,46.86,10.88,30.64,15.93,75.98,0.1234,0.8837,117.75
2591,48.86,15.69,22.35,15.84,10.41,76.92,0.1729,0.8365,94.64
2592,46.47,25.78,25.96,20.99,18.71,18.82,0.1015,0.9342,128.85
2593,50.26,25.44,19.0,18.13,13.4,49.47,0.1524,0.8702,109.84
2594,44.37,45.32,21.21,24.01,15.57,43.25,0.1383,0.8862,133.35
2595,55.1,28.21,26.2,18.84,16.27,12.05,0.1096,0.9389,135.78
2596,25.02,23.71,12.27,18.77,14.93,98.31,0.1371,0.8632,81.74
2597,52.19,37.51,32.37,14.7,11.6,74.2,0.1565,0.8532,126.58
2598,36.88,48.2,25.9,16.96,15.41,12.61,0.1541,0.9126,130.82
2599,35.65,47.04,25.72,23.52,14.9,56.4,0.199,0.825,121.14
2600,34.28,50.75,24.86,22.39,14.87,52.76,0.1216,0.8948,131.67
2601,44.07,36.7,22.02,19.47,14.31,49.6,0.1797,0.8469,115.67
2602,46.4,39.16,23.44,25.48,17.02,50.47,0.1866,0.8403,127.31
2603,36.27,31.55,25.51,14.94,19.85,4.31,0.1079,0.9608,123.1
2604,42.19,30.72,22.2,15.43,20.31,65.74,0.1015,0.9074,118.73
2605,62.11,23.71,23.07,19.32,17.27,84.86,0.1138,0.89,129.48
2606,34.64,46.18,27.04,23.97,17.02,79.84,0.1075,0.8975,133.6
2607,36.84,17.06,17.85,26.53,10.38,22.75,0.1914,0.8683,94.35
2608,51.36,20.75,27.8,10.44,15.41,37.38,0.1077,0.9147,115.03
2609,27.4,73.86,36.76,17.38,16.4,78.42,0.1494,0.8581,147.42
2610,41.96,33.42,35.07,25.08,8.77,65.47,0.1994,0.8183,118.08
2611,20.68,37.02,26.47,14.61,20.73,77.83,0.1384,0.8687,103.82
2612,28.96,21.55,18.75,11.28,14.75,82.41,0.1272,0.8778,83.65
2613,30.48,42.5,31.92,18.85,12.41,92.52,0.1907,0.8121,110.57
2614,32.99,60.65,24.05,24.67,11.9,13.03,0.1483,0.9149,141.14
2615,30.02,62.53,32.11,20.8,15.75,21.57,0.1753,0.8813,142.08
2616,41.61,19.08,21.18,24.96,16.25,97.03,0.1446,0.8561,105.37
2617,51.2,55.85,22.06,26.72,19.01,89.98,0.1488,0.8542,149.35
2618,56.31,35.14,27.41,24.86,12.38,54.61,0.1871,0.8368,130.62
2619,31.76,12.74,21.57,25.79,14.84,60.73,0.1906,0.8294,88.5
2620,45.83,18.9,34.39,13.68,14.48,18.2,0.1234,0.9208,117.2
2621,49.67,16.49,27.82,17.83,13.68,28.83,0.1566,0.8846,111.01
2622,40.97,44.53,33.87,16.2,12.76,38.23,0.1954,0.8443,125.22
2623,45.67,32.48,19.32,18.47,20.87,33.97,0.1933,0.8508,116.4
2624,43.68,26.98,20.64,23.95,17.63,76.65,0.1891,0.8213,109.14
2625,43.67,33.7,38.62,23.33,15.3,95.29,0.1885,0.813,125.71
2626,34.11,70.66,16.96,19.07,16.27,74.04,0.1949,0.8172,128.37
2627,24.05,31.11,31.8,24.98,17.91,86.73,0.1879,0.8175,106.14
2628,37.21,39.92,26.0,14.66,12.9,69.0,0.1584,0.8539,111.6
2629,33.87,45.04,22.88,29.17,12.21,9.68,0.1901,0.9022,129.17
2630,37.78,21.54,29.98,23.06,14.18,55.03,0.1489,0.8698,110.07
2631,47.69,43.87,33.13,26.29,17.82,40.05,0.1112,0.9103,153.66
2632,51.49,50.56,25.36,18.35,21.68,60.17,0.134,0.8803,147.39
2633,41.21,52.21,26.42,16.81,14.39,70.51,0.1258,0.8834,133.42
2634,30.53,33.01,25.84,25.85,11.66,96.26,0.1114,0.8893,112.85
2635,36.89,50.91,24.63,20.62,15.82,12.68,0.1641,0.9068,134.99
2636,33.82,42.6,16.67,17.82,14.65,90.51,0.1196,0.8827,110.83
2637,40.99,35.96,20.65,20.38,18.64,68.69,0.1186,0.8907,121.69
2638,36.27,50.48,31.22,18.72,15.33,52.41,0.1304,0.8873,134.9
2639,47.22,70.32,22.38,21.25,16.5,41.28,0.1243,0.899,159.72
2640,33.22,50.64,19.84,25.13,13.78,71.92,0.1551,0.8556,122.01
2641,57.47,33.97,23.22,20.18,15.64,34.58,0.1016,0.9212,138.63
2642,28.22,28.79,23.76,11.62,11.23,71.57,0.1442,0.8659,89.73
2643,42.45,43.22,17.85,16.73,14.08,74.11,0.1659,0.8444,113.42
2644,27.12,37.23,24.18,18.82,12.8,19.02,0.1188,0.9227,110.85
2645,48.38,54.84,25.46,19.45,15.7,31.04,0.115,0.9134,149.65
2646,40.38,23.93,21.41,12.0,14.25,24.21,0.1906,0.8664,97.01
2647,41.65,52.99,26.6,18.14,11.26,81.16,0.182,0.8258,124.39
2648,32.82,20.03,38.94,19.66,16.37,13.49,0.1256,0.9271,118.5
2649,48.69,32.63,23.45,17.11,16.16,7.47,0.1835,0.9149,126.27
2650,45.14,44.2,18.85,19.86,17.88,29.4,0.1886,0.8602,125.52
2651,35.64,33.46,30.27,25.15,14.32,36.65,0.1115,0.9122,126.64
2652,39.87,41.72,29.85,17.8,13.44,43.69,0.1752,0.8554,122.05
2653,32.88,60.92,30.76,13.01,12.62,68.6,0.1523,0.8596,129.11
2654,32.25,27.9,26.75,28.56,16.16,33.67,0.1727,0.867,114.12
2655,35.08,19.96,22.07,17.57,16.21,87.41,0.1712,0.8334,92.42
2656,37.81,22.23,25.78,18.97,13.48,81.02,0.1462,0.86,101.71
2657,40.01,33.78,22.14,20.13,14.48,40.0,0.1016,0.9181,119.85
2658,39.65,57.61,31.72,14.52,15.94,87.49,0.1666,0.8378,133.58
2659,33.08,30.87,30.0,20.96,14.92,77.0,0.1592,0.8494,110.28
2660,46.07,82.91,17.09,18.04,15.17,76.37,0.1488,0.8595,154.1
2661,48.72,21.05,22.78,20.94,19.24,76.5,0.1692,0.8402,111.52
2662,47.31,17.39,29.18,22.22,11.19,24.65,0.1565,0.8898,113.25
2663,45.65,38.44,18.87,24.75,14.0,12.62,0.1352,0.9233,130.85
2664,19.98,27.9,25.13,27.01,19.51,64.35,0.1794,0.8371,100.07
2665,32.01,25.9,16.21,19.15,15.81,58.39,0.174,0.8456,92.24
2666,28.09,35.3,22.99,17.74,12.48,66.68,0.1584,0.8551,99.71
2667,25.82,21.38,24.84,15.09,15.92,48.16,0.1516,0.8718,89.84
2668,49.15,43.53,19.13,22.24,15.94,11.87,0.1645,0.9087,136.3
2669,53.56,37.85,25.65,20.04,17.89,81.3,0.1612,0.8456,131.06
2670,40.06,30.33,27.63,19.32,17.44,96.98,0.1207,0.8798,118.59
2671,43.77,38.08,20.37,15.06,12.97,73.87,0.1162,0.8911,116.07
2672,37.13,75.21,28.61,17.31,15.36,40.4,0.1254,0.8986,156.01
2673,49.36,31.72,30.14,22.43,16.73,74.91,0.136,0.8721,131.15
2674,42.24,28.76,24.01,23.7,12.65,19.15,0.1859,0.8788,115.43
2675,35.83,45.79,16.09,20.98,15.17,98.75,0.1111,0.889,118.99
2676,44.5,26.84,21.79,20.31,10.01,70.61,0.167,0.8451,104.33
2677,38.55,42.43,26.38,25.1,15.48,67.94,0.1114,0.8976,132.79
2678,41.56,48.61,19.23,23.43,15.61,41.17,0.1374,0.8884,131.88
2679,45.55,61.26,24.2,23.41,13.7,78.67,0.1397,0.8671,145.78
2680,70.08,30.78,20.71,16.86,17.59,80.24,0.1717,0.8361,130.45
2681,54.29,20.64,24.92,28.84,18.09,61.58,0.1891,0.8301,121.84
2682,41.2,31.58,23.88,26.21,12.12,97.69,0.1639,0.8365,112.92
2683,32.48,37.56,24.77,21.7,18.29,53.76,0.1904,0.8345,112.49
2684,21.97,27.34,27.42,17.4,15.18,37.84,0.1378,0.8905,97.35
2685,50.27,36.9,23.62,16.35,12.64,18.17,0.1756,0.8874,124.04
2686,48.96,70.28,33.29,21.74,18.81,53.32,0.1574,0.8635,166.72
2687,34.98,27.86,32.04,21.07,15.3,16.59,0.1762,0.8903,116.84
2688,39.3,25.33,27.22,19.06,11.94,56.55,0.168,0.8522,104.68
2689,41.66,50.94,27.4,15.8,12.99,51.43,0.1351,0.8839,131.52
2690,44.75,21.32,22.23,21.44,15.32,73.77,0.1547,0.8551,106.93
2691,53.24,35.18,26.85,19.34,16.31,95.88,0.1978,0.8036,121.28
2692,29.58,28.38,27.7,14.06,18.13,50.77,0.1652,0.8585,101.17
2693,45.39,18.07,27.79,20.04,16.2,34.8,0.169,0.8687,110.76
2694,41.75,33.06,30.24,23.75,11.43,6.46,0.1225,0.9465,132.73
2695,35.92,27.23,27.02,21.42,13.29,13.87,0.1557,0.9087,113.47
2696,46.45,42.86,26.6,18.7,21.71,32.73,0.1261,0.9037,141.27
2697,39.11,37.91,31.36,26.83,20.79,48.84,0.1754,0.8511,132.78
2698,39.36,37.54,25.5,17.11,15.76,7.09,0.1735,0.9212,124.61
2699,42.51,23.95,21.99,21.5,17.27,83.28,0.1787,0.8279,105.33
2700,36.34,27.91,27.85,17.94,16.33,16.94,0.1002,0.9372,118.43
2701,45.24,38.7,28.3,20.32,19.06,34.88,0.1682,0.8692,131.79
2702,36.82,24.53,23.14,18.31,17.07,28.97,0.1178,0.913,109.43
2703,53.52,34.47,23.14,25.09,15.62,93.53,0.1012,0.9,136.65
2704,41.83,40.26,25.66,21.25,19.02,56.16,0.1813,0.8407,124.45
2705,34.64,47.22,31.38,20.99,16.27,16.12,0.1877,0.8842,133.08
2706,42.47,28.2,22.52,18.5,13.84,17.41,0.1856,0.8826,110.79
2707,47.92,29.92,18.06,19.38,17.33,99.87,0.1004,0.8994,119.27
2708,27.4,37.86,17.65,22.85,17.22,49.04,0.1029,0.9126,112.22
2709,50.14,26.11,18.51,22.92,13.67,58.02,0.1746,0.8454,111.03
2710,42.72,20.13,19.08,21.0,18.85,73.44,0.1887,0.8234,100.28
2711,39.76,40.32,22.36,22.92,16.84,66.64,0.1065,0.9025,128.33
2712,34.51,31.52,22.4,25.54,14.91,9.41,0.1722,0.9124,117.59
2713,42.78,43.37,27.48,22.3,16.27,24.27,0.1585,0.8888,135.27
2714,32.93,27.84,31.31,12.61,18.56,53.38,0.1419,0.8769,108.08
2715,24.09,36.24,29.43,20.93,15.38,53.67,0.1722,0.8504,107.21
2716,34.3,17.01,21.45,28.0,14.16,40.15,0.185,0.8506,97.74
2717,37.82,44.63,22.02,23.89,12.46,72.36,0.1772,0.8347,117.54
2718,44.91,28.24,37.4,20.01,8.29,32.56,0.1601,0.8778,121.88
2719,38.25,33.1,17.43,22.97,13.15,39.71,0.1164,0.9064,113.22
2720,30.84,32.93,29.57,18.82,13.44,97.1,0.1097,0.8908,111.88
2721,34.71,30.46,20.72,22.23,20.57,4.98,0.1338,0.948,122.0
2722,40.17,35.91,28.91,22.98,10.19,36.04,0.1346,0.8944,123.57
2723,45.16,35.19,30.92,25.97,14.29,41.16,0.146,0.8814,133.56
2724,46.51,38.21,25.98,13.59,10.6,22.13,0.131,0.9106,122.82
2725,29.1,21.16,30.38,15.41,13.5,63.41,0.145,0.8688,95.18
2726,40.41,47.65,41.59,18.41,22.75,29.59,0.1995,0.8518,145.49
2727,46.19,33.31,18.25,22.89,9.53,32.58,0.1395,0.8936,116.31
2728,33.02,40.11,30.37,24.01,14.17,1.95,0.1349,0.9684,137.19
2729,54.4,33.24,30.87,20.41,10.0,32.0,0.1469,0.8885,132.31
2730,36.04,22.85,17.84,12.32,15.98,93.05,0.1714,0.8309,87.27
2731,48.16,96.34,26.84,25.09,17.94,85.85,0.1869,0.8188,175.53
2732,45.53,36.81,24.25,21.6,10.03,61.18,0.1368,0.8773,121.26
2733,34.5,18.62,28.26,21.77,17.71,49.1,0.1759,0.8505,102.79
2734,40.13,33.74,26.19,10.63,19.04,35.67,0.1044,0.9183,119.13
2735,50.91,29.92,29.29,25.84,17.98,51.83,0.1592,0.8629,132.83
2736,35.7,32.8,20.66,19.3,15.93,1.76,0.1846,0.9593,119.33
2737,41.42,18.19,35.87,24.86,10.87,80.45,0.1181,0.8872,116.41
2738,27.95,35.42,26.09,23.2,20.09,22.36,0.1602,0.8904,118.21
2739,42.88,24.69,33.22,17.46,14.25,43.42,0.1961,0.8385,111.09
2740,36.76,63.16,27.36,21.64,13.41,89.64,0.1141,0.8883,144.21
2741,44.19,33.54,31.67,24.41,17.48,1.81,0.1867,0.9581,144.95
2742,33.24,46.66,25.21,13.1,14.39,37.85,0.1733,0.8623,114.34
2743,42.56,49.85,31.18,23.94,12.6,23.08,0.1321,0.9088,145.52
2744,37.2,41.84,20.08,14.77,13.92,98.66,0.1818,0.8183,104.59
2745,18.9,37.35,30.18,16.51,14.59,65.23,0.1706,0.8446,99.27
2746,40.7,54.3,21.42,15.45,19.11,83.81,0.1722,0.8339,125.91
2747,50.09,27.29,24.19,29.12,15.65,75.49,0.1854,0.8254,120.79
2748,31.23,47.21,19.64,20.79,18.42,9.19,0.1319,0.9335,128.17
2749,34.84,29.64,21.76,12.2,13.57,88.0,0.1908,0.814,91.18
2750,50.6,36.3,23.54,17.14,12.29,25.82,0.1211,0.9135,127.77
2751,44.45,21.57,28.07,17.22,18.11,70.64,0.1284,0.8809,114.01
2752,37.37,20.78,26.83,20.41,14.22,75.01,0.1377,0.8705,104.13
2753,42.37,33.96,23.14,17.04,14.64,96.17,0.1695,0.8315,109.06
2754,34.99,53.73,27.98,14.12,18.1,30.59,0.1075,0.9194,136.92
2755,59.77,32.27,27.43,25.56,12.41,82.57,0.1252,0.8797,138.5
2756,47.09,68.81,23.32,19.64,16.09,57.96,0.1426,0.8737,152.86
2757,53.67,41.03,23.07,19.29,14.59,92.3,0.1353,0.8667,131.43
2758,40.74,32.72,23.31,26.53,16.14,42.69,0.1951,0.84,117.12
2759,29.81,63.3,35.18,27.6,17.15,69.76,0.1159,0.8928,154.5
2760,44.03,59.08,21.84,19.71,21.08,19.55,0.1057,0.9306,154.24
2761,50.04,20.3,30.52,15.57,9.72,90.28,0.1433,0.8596,108.44
2762,50.38,34.47,21.25,20.02,13.31,97.85,0.1135,0.8868,123.66
2763,26.5,42.97,22.86,29.23,15.37,30.02,0.1511,0.8873,121.51
2764,41.69,46.69,27.41,16.52,14.49,90.42,0.1052,0.8969,131.67
2765,27.22,44.65,28.41,15.95,13.34,6.18,0.1922,0.9177,118.92
2766,35.31,32.77,26.7,20.93,9.44,81.73,0.1298,0.8756,109.58
2767,44.68,30.91,28.55,19.67,13.1,47.53,0.1325,0.8883,121.62
2768,50.65,33.56,28.24,21.16,15.93,96.99,0.148,0.8527,127.51
2769,41.78,25.93,28.15,20.86,17.62,26.77,0.1254,0.9095,122.18
2770,30.82,20.28,22.4,19.47,14.67,6.26,0.1262,0.9457,101.78
2771,44.79,43.05,23.45,17.94,16.08,53.75,0.1863,0.838,121.77
2772,33.19,44.07,25.03,18.47,15.01,72.93,0.1882,0.8241,111.89
2773,37.66,70.66,30.65,15.65,16.17,48.24,0.1057,0.9106,155.52
2774,40.72,27.64,28.44,19.07,11.26,45.51,0.1208,0.8992,114.32
2775,34.64,40.51,25.54,19.49,16.62,22.45,0.1521,0.8958,122.55
2776,45.09,31.61,25.91,18.69,13.3,50.49,0.1995,0.8293,111.63
2777,46.02,33.02,19.67,21.79,13.47,90.84,0.195,0.8086,108.33
2778,48.23,27.19,23.78,19.14,14.76,43.0,0.1743,0.8568,114.03
2779,51.4,35.68,22.52,20.65,14.44,74.31,0.1454,0.8635,124.95
2780,38.85,60.89,29.42,19.9,13.16,77.77,0.1883,0.8215,133.26
2781,30.18,29.46,26.05,20.35,18.33,58.2,0.1561,0.8617,107.17
2782,30.96,41.16,31.15,15.79,15.79,34.04,0.1127,0.913,123.11
2783,53.88,27.58,36.61,16.14,13.32,62.58,0.132,0.881,129.97
2784,52.92,19.49,29.18,24.45,13.64,51.7,0.1908,0.8358,116.75
2785,50.71,32.88,20.33,21.34,15.08,83.37,0.1978,0.8095,113.61
2786,35.32,75.26,24.04,15.87,13.84,27.27,0.1861,0.865,142.14
2787,53.5,25.26,16.85,12.84,12.43,20.07,0.1313,0.9131,110.38
2788,38.64,23.78,33.92,23.57,15.19,23.58,0.1872,0.8699,117.52
2789,42.74,24.66,36.46,22.64,14.89,28.53,0.1041,0.9235,130.57
2790,46.61,72.11,20.34,18.19,14.56,61.33,0.1769,0.8413,144.53
2791,50.09,54.46,22.95,20.35,19.11,56.96,0.1942,0.8288,138.38
2792,44.33,45.1,22.18,20.78,14.92,13.7,0.1266,0.9261,136.43
2793,51.0,60.16,20.78,16.4,12.25,97.21,0.1014,0.8989,144.37
2794,40.11,50.3,17.7,20.01,16.34,4.29,0.1809,0.9346,135.0
2795,38.38,33.52,29.26,19.62,11.3,70.5,0.1308,0.8787,116.05
2796,37.44,29.23,19.64,16.17,18.99,9.32,0.1155,0.9415,114.36
2797,30.81,52.82,24.99,20.81,14.32,10.8,0.1122,0.9398,135.1
2798,17.61,36.6,21.1,21.2,12.85,78.22,0.104,0.9013,98.56
2799,48.33,24.26,16.46,15.66,14.07,51.81,0.1945,0.8325,98.87
2800,38.13,43.16,21.89,23.47,16.16,33.6,0.169,0.87,124.24
2801,45.95,30.8,17.85,17.7,8.43,69.39,0.1411,0.8697,104.99
2802,44.79,54.58,25.02,17.31,14.63,84.94,0.1719,0.8338,130.33
2803,41.26,23.77,28.01,22.97,16.27,44.1,0.1709,0.8587,113.59
2804,47.56,43.93,27.9,22.82,18.87,31.89,0.182,0.862,138.83
2805,48.57,37.32,26.27,16.67,10.71,72.66,0.1267,0.8817,123.04
2806,32.39,37.65,28.24,21.75,9.02,64.31,0.1802,0.8365,107.95
2807,52.26,39.12,20.31,21.71,14.27,26.4,0.1122,0.9193,135.76
2808,46.91,32.41,23.43,18.4,16.19,50.41,0.1267,0.8916,122.47
2809,33.0,42.77,23.44,22.32,13.1,6.37,0.1917,0.9168,123.43
2810,34.81,39.17,17.72,12.42,14.9,17.25,0.1312,0.9173,109.18
2811,30.06,36.65,20.92,17.54,15.73,24.28,0.1913,0.8658,104.68
2812,45.02,56.71,19.47,23.45,17.32,25.29,0.1527,0.8916,144.41
2813,38.59,20.45,24.27,18.09,17.52,6.51,0.1347,0.9411,111.91
2814,20.06,44.26,27.85,15.73,11.85,96.38,0.1439,0.857,102.62
2815,35.57,38.24,22.87,9.3,12.9,47.55,0.1034,0.9128,108.51
2816,36.95,42.78,20.2,24.1,10.57,99.72,0.133,0.8668,116.67
2817,40.85,44.54,25.54,17.23,18.85,33.19,0.1113,0.9146,134.45
2818,27.69,45.57,22.86,13.84,12.7,46.1,0.1847,0.8455,103.71
2819,40.93,30.0,21.57,21.46,14.06,60.85,0.1876,0.832,106.52
2820,52.01,26.97,32.83,26.38,13.3,16.55,0.1798,0.8882,134.54
2821,41.5,42.27,30.26,20.31,18.04,94.44,0.1037,0.8974,136.73
2822,44.72,63.15,25.72,12.1,12.18,23.91,0.1088,0.924,145.88
2823,52.51,32.22,22.46,16.9,19.54,19.42,0.1407,0.9078,130.39
2824,39.24,23.34,22.77,23.97,10.59,15.2,0.1431,0.9135,109.54
2825,38.99,48.02,20.84,20.86,9.75,66.43,0.1966,0.8202,113.56
2826,42.76,25.07,21.42,14.69,12.88,34.66,0.1726,0.8661,101.18
2827,32.92,39.67,24.48,30.17,21.14,53.57,0.1539,0.8663,128.54
2828,34.44,23.44,12.62,17.71,9.28,45.64,0.1565,0.8694,84.77
2829,23.69,31.19,32.02,19.06,16.19,15.54,0.1686,0.8972,109.59
2830,58.31,34.83,26.99,18.7,14.84,76.06,0.1671,0.8424,129.44
2831,46.65,31.09,20.68,23.52,15.06,25.82,0.1986,0.8582,117.57
2832,32.42,38.42,32.19,19.08,20.35,10.03,0.1984,0.8966,127.72
2833,48.19,39.78,28.16,12.53,13.24,38.47,0.1893,0.8489,120.46
2834,33.54,28.53,28.87,12.56,16.31,94.15,0.1715,0.8303,99.47
2835,40.54,28.09,23.28,17.64,15.03,36.1,0.1557,0.8779,109.37
2836,40.5,58.01,27.63,20.81,13.43,66.32,0.1103,0.8991,144.21
2837,36.43,31.83,16.63,17.93,13.08,78.11,0.1995,0.8107,93.97
2838,33.5,39.4,26.57,22.42,15.93,73.5,0.1805,0.8311,114.55
2839,49.67,20.22,23.25,25.75,13.9,58.35,0.1769,0.8431,111.95
2840,40.68,71.8,29.77,14.99,13.95,13.9,0.1566,0.9081,155.46
2841,53.46,42.01,23.1,20.82,12.01,95.75,0.112,0.8888,134.56
2842,31.67,15.58,22.21,17.99,13.08,78.74,0.1116,0.8939,89.87
2843,36.22,23.36,30.9,16.92,16.49,97.19,0.1535,0.8471,104.94
2844,39.63,26.25,30.58,17.84,13.37,52.5,0.1462,0.8737,111.55
2845,48.83,69.37,28.91,22.82,16.54,23.73,0.1698,0.8817,164.41
2846,33.69,96.07,27.22,20.34,17.41,91.41,0.1864,0.8168,159.05
2847,44.57,43.29,28.43,17.92,16.76,24.42,0.1017,0.9285,140.19
2848,42.74,54.25,23.78,27.63,18.48,9.29,0.1588,0.9196,153.48
2849,51.43,57.67,20.66,18.56,17.96,3.81,0.1452,0.9505,158.05
2850,43.98,22.53,26.63,21.39,17.66,2.98,0.1191,0.9643,127.47
2851,25.63,34.0,16.37,19.62,14.21,24.71,0.1298,0.9085,99.78
2852,31.89,33.8,31.65,13.86,8.63,22.13,0.1934,0.8681,104.02
2853,32.29,60.84,24.52,18.78,11.12,91.36,0.1735,0.8295,122.39
2854,36.38,80.96,24.19,17.69,14.45,36.5,0.1909,0.8497,147.57
2855,50.6,84.94,20.32,18.25,16.36,5.58,0.1337,0.9453,180.05
2856,37.88,42.73,31.55,28.02,17.94,79.4,0.128,0.8781,138.84
2857,40.28,40.85,28.55,17.51,13.04,72.2,0.126,0.8826,123.76
2858,38.2,29.31,26.26,20.35,17.08,19.73,0.1523,0.8997,118.05
2859,44.31,35.85,27.75,23.28,15.1,45.07,0.165,0.8627,126.21
2860,34.23,53.61,25.55,16.93,15.55,35.96,0.1741,0.8635,125.96
2861,38.64,51.25,29.17,15.98,16.78,77.83,0.1139,0.892,135.42
2862,38.54,43.63,23.26,21.12,17.71,59.28,0.1251,0.8887,128.2
2863,39.43,24.97,25.11,20.12,12.98,19.38,0.1358,0.9111,111.71
2864,35.47,75.92,27.74,22.02,13.96,79.02,0.1031,0.9019,157.94
2865,29.32,42.28,17.98,13.39,20.45,58.46,0.1718,0.8476,104.61
2866,47.46,37.93,18.57,26.5,9.7,83.3,0.115,0.8892,124.64
2867,39.07,50.14,34.2,20.24,19.26,88.11,0.1396,0.8639,140.75
2868,49.03,27.13,20.66,24.1,13.38,84.36,0.1961,0.8106,108.87
2869,43.84,26.1,32.64,29.69,15.93,16.77,0.168,0.895,132.65
2870,44.12,30.22,23.22,19.45,18.04,90.12,0.1606,0.8426,113.78
2871,49.05,23.38,19.51,16.5,20.61,14.16,0.1068,0.937,120.9
2872,60.78,36.68,30.98,18.5,14.65,18.53,0.1071,0.9309,150.42
2873,50.43,15.51,28.04,19.29,20.72,83.98,0.1642,0.8416,112.78
2874,47.09,28.91,28.61,20.68,11.35,81.08,0.1316,0.8741,119.43
2875,42.34,15.93,19.07,25.14,11.03,40.85,0.1297,0.8948,101.57
2876,50.07,31.57,27.23,20.03,15.18,18.3,0.1336,0.9141,131.71
2877,34.03,32.13,9.8,25.09,10.55,22.32,0.1644,0.8876,99.05
2878,44.68,55.94,26.99,24.68,13.1,97.43,0.1153,0.8851,146.37
2879,50.22,39.25,20.53,20.59,13.12,7.88,0.1947,0.9077,130.44
2880,47.62,25.65,32.15,13.76,16.52,37.4,0.1957,0.845,114.66
2881,39.39,29.98,29.68,23.57,15.53,63.75,0.1699,0.8461,116.89
2882,43.64,62.07,25.92,22.79,14.33,77.63,0.1959,0.8144,137.42
2883,37.37,22.63,30.4,19.1,17.07,68.42,0.1363,0.8745,110.69
2884,33.85,82.3,36.98,15.86,14.29,36.56,0.1185,0.9067,166.18
2885,51.61,41.41,24.75,19.74,20.24,24.19,0.1182,0.9172,144.67
2886,36.53,20.84,26.72,21.98,15.19,76.57,0.1536,0.8549,103.66
2887,36.46,23.12,18.77,15.14,19.37,43.02,0.1187,0.9024,101.86
2888,36.63,48.81,20.67,15.21,15.81,12.45,0.1184,0.9332,127.97
2889,34.43,47.02,20.42,32.44,16.61,97.6,0.1867,0.8138,122.84
2890,34.2,41.57,25.26,15.43,5.6,78.03,0.1355,0.8714,106.37
2891,26.2,36.66,26.88,17.17,13.32,63.5,0.1709,0.8453,101.63
2892,27.58,33.57,21.62,26.46,15.65,33.83,0.1924,0.8517,106.36
2893,38.46,25.63,26.43,16.12,13.33,82.42,0.1281,0.8769,105.2
2894,43.65,40.89,30.0,15.87,16.27,24.62,0.1468,0.8966,131.51
2895,26.59,66.85,25.9,23.75,10.13,5.54,0.1668,0.932,142.81
2896,41.46,34.58,30.46,12.58,13.05,38.96,0.1194,0.9044,119.5
2897,50.26,38.87,16.23,17.93,10.59,69.78,0.16,0.852,114.09
2898,36.23,52.76,17.1,22.65,14.89,94.48,0.1983,0.8037,115.43
2899,32.09,28.42,28.17,26.06,17.38,26.82,0.1973,0.8575,113.29
2900,39.52,41.27,26.23,22.03,19.52,8.59,0.1655,0.9188,136.5
2901,44.15,48.19,25.41,21.87,19.24,24.64,0.1402,0.9012,143.18
